"n","pmask","q","shape3","p.value","Lambda","loglik.F","loglik.R"
1000,0.215,0.825,0.75,3.74971126516267e-16,78.4277904707305,-6139.58268851351,-6178.79658374887
1000,0.215,0.825,1,0.0704105027838573,8.65203281550203,-6272.80052379258,-6277.12654020034
1000,0.215,0.825,1.1308,0.770762022055097,1.80940054879466,-6152.83331047227,-6153.73801074667
1000,0.215,0.825,1.25,0.738214486758154,1.98664985080904,-6233.75940685054,-6234.75273177594
1000,0.215,0.825,1.5,0.578017895446442,2.88050319509421,-6238.24597129845,-6239.686222896
1000,0.215,0.825,1.75,5.92396750107977e-05,24.6468885293416,-6296.40891455238,-6308.73235881705
1000,0.215,0.825,2,0.00408406744838819,15.31859039349,-6307.71497797242,-6315.37427316917
1000,0.215,0.825,2.25,0.00253806873971491,16.3900262192838,-6156.11736900447,-6164.31238211411
1000,0.215,0.825,2.5,3.26313606065752e-05,25.933858153172,-6255.19535339442,-6268.16228247101
1000,0.215,0.825,2.75,1.23294939017115e-05,28.0247846023121,-6343.64263912125,-6357.6550314224
1000,0.215,0.825,3,0.000199221831600553,22.0130868151391,-6305.02905816993,-6316.0356015775
1000,0.215,0.825,0.25,2.12618273746234e-90,423.677731038191,-4590.63119970994,-4802.47006522903
1000,0.215,0.825,0.5,2.78827110537754e-35,168.015599076161,-5865.23740889421,-5949.24520843229
1000,0.215,0.825,0.75,7.40261577311861e-09,43.7008021731017,-6102.3180613188,-6124.16846240535
1000,0.215,0.825,1,0.0120627880322111,12.8441814399266,-6164.833314068,-6171.25540478796
1000,0.215,0.825,1.1308,0.740256168012989,1.97554960739399,-6132.65434187964,-6133.64211668334
1000,0.215,0.825,1.25,0.491350406767505,3.41221976412999,-6144.77771555036,-6146.48382543243
1000,0.215,0.825,1.5,0.340597583898827,4.51648224137352,-6385.72916262488,-6387.98740374556
1000,0.215,0.825,1.75,0.000315777491636225,21.0061765560495,-6265.31898374332,-6275.82207202135
1000,0.215,0.825,2,0.000355049331475824,20.7492802899378,-6286.3527917112,-6296.72743185617
1000,0.215,0.825,2.25,0.00178624983535029,17.1763332294831,-6322.90676051684,-6331.49492713158
1000,0.215,0.825,2.5,3.19817113896972e-05,25.9771764134875,-6343.44291233017,-6356.43150053692
1000,0.215,0.825,2.75,1.70796051513007e-05,27.3258986939745,-6366.73765763354,-6380.40060698053
1000,0.215,0.825,3,7.68654480878607e-06,29.0360851374371,-6324.99923626422,-6339.51727883294
1000,0.215,0.825,0.25,2.10171711839229e-86,405.191398946945,-4819.79497843703,-5022.3906779105
1000,0.215,0.825,0.5,4.95525897019994e-29,138.858250306326,-5717.20845350093,-5786.63757865409
1000,0.215,0.825,0.75,2.74341728572064e-10,50.5713410932494,-6018.66125700448,-6043.94692755111
1000,0.215,0.825,1,0.552369036029896,3.03269452839777,-6046.69997558155,-6048.21632284575
1000,0.215,0.825,1.1308,0.22313985272439,5.69467611461732,-6224.48162828338,-6227.32896634069
1000,0.215,0.825,1.25,0.016127896677119,12.1704300280035,-6265.22804265888,-6271.31325767288
1000,0.215,0.825,1.5,0.222858756754249,5.69808230353192,-6306.87446224944,-6309.72350340121
1000,0.215,0.825,1.75,0.13143434161751,7.08557798965194,-6194.61803567165,-6198.16082466648
1000,0.215,0.825,2,0.0666245266039635,8.78792567376513,-6341.18156397119,-6345.57552680807
1000,0.215,0.825,2.25,0.0154290947039574,12.2735180865711,-6262.42264961408,-6268.55940865736
1000,0.215,0.825,2.5,0.00144175667711002,17.6540594353737,-6320.16402644167,-6328.99105615935
1000,0.215,0.825,2.75,0.000194413415577402,22.066385067943,-6346.75649128442,-6357.78968381839
1000,0.215,0.825,3,4.51661311572435e-06,30.1713548623757,-6286.71123732824,-6301.79691475943
1000,0.215,0.825,0.25,3.27709113045041e-107,501.435916036869,-4682.62609308229,-4933.34405110072
1000,0.215,0.825,0.5,3.19522171833902e-31,149.08637178659,-5746.32764298149,-5820.87082887479
1000,0.215,0.825,0.75,1.25537883792091e-09,47.4054854520764,-6085.18200313251,-6108.88474585855
1000,0.215,0.825,1,0.424521568839722,3.86544845066601,-6159.52776080998,-6161.46048503531
1000,0.215,0.825,1.1308,0.925494291197271,0.89348041928497,-6096.11479276694,-6096.56153297658
1000,0.215,0.825,1.25,0.521906965806836,3.21875539090252,-6206.84779378591,-6208.45717148136
1000,0.215,0.825,1.5,0.0184014620792975,11.8627695457108,-6174.29574898607,-6180.22713375893
1000,0.215,0.825,1.75,0.681783163898739,2.29443099873788,-6274.85970495032,-6276.00692044969
1000,0.215,0.825,2,0.000773920398717797,19.0340763147833,-6239.16970310769,-6248.68674126508
1000,0.215,0.825,2.25,4.21303085488147e-05,25.3830396145568,-6175.73884171136,-6188.43036151864
1000,0.215,0.825,2.5,1.85535429526066e-05,27.1481909235335,-6298.90707577614,-6312.48117123791
1000,0.215,0.825,2.75,0.000265181148677013,21.3883789565061,-6263.41496556845,-6274.10915504671
1000,0.215,0.825,3,3.8205646447527e-06,30.528141521143,-6336.88826208735,-6352.15233284793
1000,0.215,0.825,0.25,2.87842643344551e-81,381.416245573009,-4675.91126129055,-4866.61938407705
1000,0.215,0.825,0.5,1.06056917367842e-28,137.314324825624,-5782.71107941184,-5851.36824182465
1000,0.215,0.825,0.75,1.11999127119609e-10,52.4326957101639,-6085.33619367449,-6111.55254152957
1000,0.215,0.825,1,0.680845534022281,2.29957993941571,-6172.09532264097,-6173.24511261067
1000,0.215,0.825,1.1308,0.410338916522808,3.96810984626609,-6299.70632305165,-6301.69037797479
1000,0.215,0.825,1.25,0.112357645615188,7.48533619631417,-6203.64171504573,-6207.38438314388
1000,0.215,0.825,1.5,0.0991395612901556,7.80116069606265,-6164.57486002535,-6168.47544037338
1000,0.215,0.825,1.75,0.1336393203042,7.04288327337781,-6202.1410372122,-6205.66247884889
1000,0.215,0.825,2,2.30199892049527e-05,26.6847307921889,-6336.29153555515,-6349.63390095124
1000,0.215,0.825,2.25,5.6086627015514e-07,34.6014479140358,-6316.16777371657,-6333.46849767359
1000,0.215,0.825,2.5,0.00177608079670581,17.1890807334003,-6410.70140767158,-6419.29594803828
1000,0.215,0.825,2.75,4.48803416265623e-06,30.1848914607108,-6200.63841933433,-6215.73086506468
1000,0.215,0.825,3,4.52490286316599e-05,25.2289239241418,-6376.39094493837,-6389.00540690044
1000,0.215,0.825,0.25,2.27048476763069e-108,506.796194063716,-4619.16629010703,-4872.56438713889
1000,0.215,0.825,0.5,1.75655441063589e-26,126.940118331831,-5798.51996086243,-5861.99002002834
1000,0.215,0.825,0.75,0.000111419226964946,23.2779954892885,-6115.15943595244,-6126.79843369709
1000,0.215,0.825,1,0.271105279087907,5.16169515002184,-6136.63861650528,-6139.21946408029
1000,0.215,0.825,1.1308,0.687089776391769,2.26532129275802,-6231.5043238704,-6232.63698451677
1000,0.215,0.825,1.25,0.222841160437479,5.6982956526881,-6263.1199003156,-6265.96904814194
1000,0.215,0.825,1.5,0.00996402360535685,13.284997899802,-6239.71551629451,-6246.35801524441
1000,0.215,0.825,1.75,0.00518572555048956,14.7774705651227,-6170.03577347507,-6177.42450875763
1000,0.215,0.825,2,0.272062023254944,5.15191690034408,-6252.56983241737,-6255.14579086754
1000,0.215,0.825,2.25,1.85175151191548e-06,32.0692534865611,-6262.56388578186,-6278.59851252514
1000,0.215,0.825,2.5,0.00111223963280936,18.230885723111,-6346.61167890177,-6355.72712176332
1000,0.215,0.825,2.75,0.000529578774177027,19.8708745500298,-6285.31726755777,-6295.25270483278
1000,0.215,0.825,3,0.0054162565473049,14.6786673935858,-6206.72846940238,-6214.06780309917
1000,0.215,0.825,0.25,2.28570672939464e-109,511.406039440973,-4566.42052211567,-4822.12354183616
1000,0.215,0.825,0.5,1.14938670400042e-32,155.823651147417,-5723.38051702946,-5801.29234260317
1000,0.215,0.825,0.75,2.25125132245422e-08,41.371709462619,-6024.81091931567,-6045.49677404697
1000,0.215,0.825,1,0.0453201072282862,9.7251943768315,-6268.9015268778,-6273.76412406622
1000,0.215,0.825,1.1308,0.332300074160299,4.58748165911493,-6230.48658038353,-6232.78032121309
1000,0.215,0.825,1.25,0.0667049802021214,8.78496258685118,-6099.14964171716,-6103.54212301058
1000,0.215,0.825,1.5,0.0733476484611851,8.55129192690038,-6291.18673701693,-6295.46238298038
1000,0.215,0.825,1.75,0.589753565471718,2.81205521296033,-6242.86663987422,-6244.2726674807
1000,0.215,0.825,2,0.00227907697010439,16.6313684189026,-6228.51997321636,-6236.83565742582
1000,0.215,0.825,2.25,0.00150159095618671,17.5634966586931,-6292.77459294089,-6301.55634127024
1000,0.215,0.825,2.5,0.0419699944629366,9.91007580180849,-6220.71957628155,-6225.67461418245
1000,0.215,0.825,2.75,0.000214262429902543,21.8542482628582,-6404.71567105867,-6415.6427951901
1000,0.215,0.825,3,3.31105438685151e-05,25.9024523665539,-6267.09661209941,-6280.04783828268
1000,0.215,0.825,0.25,2.21557828534668e-98,460.603095857203,-4736.51944774466,-4966.82099567327
1000,0.215,0.825,0.5,7.08628178136755e-33,156.803333311767,-5784.44562417207,-5862.84729082795
1000,0.215,0.825,0.75,1.03345425280101e-10,52.5996487274624,-5941.51851468643,-5967.81833905016
1000,0.215,0.825,1,0.0321650128909362,10.5463109308312,-6087.59963764818,-6092.8727931136
1000,0.215,0.825,1.1308,0.842262500743194,1.41110577300606,-6272.00340347694,-6272.70895636345
1000,0.215,0.825,1.25,0.0700263603762329,8.66550143660606,-6326.96379665554,-6331.29654737384
1000,0.215,0.825,1.5,0.0176662022704739,11.9580176980035,-6215.72941159108,-6221.70842044008
1000,0.215,0.825,1.75,1.05985430095064e-05,28.3488081697415,-6235.71411566274,-6249.88851974761
1000,0.215,0.825,2,0.0417636290192165,9.92192235343646,-6286.48310472987,-6291.44406590659
1000,0.215,0.825,2.25,7.65208626833248e-06,29.0456900904301,-6441.5585223446,-6456.08136738981
1000,0.215,0.825,2.5,0.00220363359957267,16.70677213813,-6328.37477225163,-6336.72815832069
1000,0.215,0.825,2.75,4.43568122540437e-07,35.0976413107492,-6225.30154431932,-6242.8503649747
1000,0.215,0.825,3,0.00750642579678833,13.9346949524843,-6297.2921554218,-6304.25950289804
1000,0.215,0.825,0.25,1.87927579814721e-95,447.057401776337,-4467.98156643778,-4691.51026732595
1000,0.215,0.825,0.5,4.62228764079148e-25,120.294037377686,-5783.35322593465,-5843.50024462349
1000,0.215,0.825,0.75,1.73025581512155e-06,32.2134244067547,-5996.6705127668,-6012.77722497017
1000,0.215,0.825,1,0.00270806475793779,16.2444719104333,-6081.84824166294,-6089.97047761816
1000,0.215,0.825,1.1308,0.691579410012033,2.2407320470702,-6138.33586657287,-6139.4562325964
1000,0.215,0.825,1.25,0.294087737244527,4.93446880973352,-6112.49704738102,-6114.96428178588
1000,0.215,0.825,1.5,0.452471155341981,3.67022618003466,-6316.77866947837,-6318.61378256839
1000,0.215,0.825,1.75,0.00391632931709029,15.4133848766014,-6231.43976597849,-6239.14645841679
1000,0.215,0.825,2,7.10266787751281e-06,29.2049385514711,-6337.7847897929,-6352.38725906863
1000,0.215,0.825,2.25,4.09669876832804e-06,30.3794092186163,-6210.53449875713,-6225.72420336644
1000,0.215,0.825,2.5,0.000104394309509705,23.4194018930975,-6224.69366617785,-6236.40336712439
1000,0.215,0.825,2.75,2.99153009949615e-06,31.0491483592959,-6372.07720662774,-6387.60178080739
1000,0.215,0.825,3,1.01718212053349e-07,38.2037448813298,-6369.21783269172,-6388.31970513239
1000,0.215,0.825,0.25,3.74900195515648e-104,487.294354182442,-4639.62052189996,-4883.26769899119
1000,0.215,0.825,0.5,2.45275716027628e-33,158.952109984248,-5772.52767763885,-5852.00373263097
1000,0.215,0.825,0.75,0.00942544799657952,13.4127842949692,-6061.09997579309,-6067.80636794058
1000,0.215,0.825,1,0.0653867127643085,8.83394693759874,-6168.88109243321,-6173.29806590201
1000,0.215,0.825,1.1308,0.328868276544192,4.61726627740791,-6324.23990154648,-6326.54853468519
1000,0.215,0.825,1.25,0.184040878505945,6.20947942822386,-6175.4567570488,-6178.56149676291
1000,0.215,0.825,1.5,0.721573369337999,2.07713920541937,-6154.52308273951,-6155.56165234222
1000,0.215,0.825,1.75,0.113042025483815,7.46994256918697,-6315.31401281093,-6319.04898409552
1000,0.215,0.825,2.25,8.33714331339048e-05,23.9071535705843,-6294.34603609673,-6306.29961288202
1000,0.215,0.825,2.5,0.0010791021927725,18.2980023628679,-6170.45035729883,-6179.59935848027
1000,0.215,0.825,2.75,1.53258457192957e-07,37.3404945638031,-6307.71329402321,-6326.38354130511
1000,0.215,0.825,3,0.00040818570476749,20.4432632807711,-6283.34750553918,-6293.56913717957
1000,0.215,0.825,0.25,6.19356487790189e-68,319.665279627079,-4708.14025305746,-4867.972892871
1000,0.215,0.825,0.5,4.41071344088067e-30,143.764726022422,-5808.08075152222,-5879.96311453343
1000,0.215,0.825,0.75,2.78777010469286e-11,55.3172985693,-6135.41345630682,-6163.07210559147
1000,0.215,0.825,1,0.0944185271068173,7.92356628883135,-6219.28813812238,-6223.2499212668
1000,0.215,0.825,1.1308,0.706074871593628,2.16154775578434,-6166.47179666123,-6167.55257053913
1000,0.215,0.825,1.25,0.0963151393395004,7.87371815393635,-6274.37257668818,-6278.30943576515
1000,0.215,0.825,1.5,0.297163858608602,4.90519760750612,-6218.51833529565,-6220.9709340994
1000,0.215,0.825,1.75,0.000430183018007452,20.3279871098403,-6212.41885027879,-6222.58284383371
1000,0.215,0.825,2,0.00228131635997426,16.6291679902697,-6304.77310490279,-6313.08768889793
1000,0.215,0.825,2.25,0.000462515074256005,20.1687343205158,-6315.42212476986,-6325.50649193012
1000,0.215,0.825,2.5,0.000125155726710056,23.0253911114214,-6273.73055429069,-6285.2432498464
1000,0.215,0.825,2.75,0.000184554227863061,22.1798820092899,-6315.97955678515,-6327.06949778979
1000,0.215,0.825,3,0.00582155481121235,14.5145671423925,-6369.5944680444,-6376.8517516156
1000,0.215,0.825,0.25,2.3054335158944e-95,446.646807754589,-4576.46374208796,-4799.78714596525
1000,0.215,0.825,0.5,1.58339040498171e-30,145.841962231512,-5801.95252263181,-5874.87350374757
1000,0.215,0.825,0.75,3.79559494404677e-15,73.6765117538489,-6037.47414107804,-6074.31239695496
1000,0.215,0.825,1,0.0903873722714239,8.03270820884791,-6109.44171757941,-6113.45807168384
1000,0.215,0.825,1.1308,0.431343814425666,3.8169612238944,-6166.87694202612,-6168.78542263807
1000,0.215,0.825,1.25,0.879346809603222,1.19240917449679,-6290.03376297901,-6290.62996756625
1000,0.215,0.825,1.5,0.00128673182501311,17.9071645127988,-6221.72948995738,-6230.68307221378
1000,0.215,0.825,1.75,0.0825882343368768,8.25750003681242,-6236.00248471657,-6240.13123473498
1000,0.215,0.825,2,0.000211649388711067,21.8810337513078,-6266.479422277,-6277.41993915265
1000,0.215,0.825,2.25,0.0229213968793502,11.3477737457724,-6350.43255027275,-6356.10643714564
1000,0.215,0.825,2.5,0.248304665131205,5.40392330874602,-6313.50402493001,-6316.20598658439
1000,0.215,0.825,2.75,0.0105142831519481,13.1612299468507,-6198.38870594033,-6204.96932091375
1000,0.215,0.825,3,0.00028390735223807,21.239103549211,-6273.54735513051,-6284.16690690511
1000,0.215,0.825,0.25,4.28872092281441e-95,445.399801447691,-4598.88266442832,-4821.58256515216
1000,0.215,0.825,0.5,7.68646355943941e-22,105.197881090595,-5751.86475099225,-5804.46369153755
1000,0.215,0.825,0.75,8.1775415648046e-06,28.9036951501239,-6043.97413843488,-6058.42598600994
1000,0.215,0.825,1,0.147519491408374,6.78809047108916,-6286.56174520546,-6289.955790441
1000,0.215,0.825,1.1308,0.808170005875735,1.60346069092338,-6216.9873056555,-6217.78903600097
1000,0.215,0.825,1.25,0.157929527193678,6.61099909091536,-6314.07884314937,-6317.38434269483
1000,0.215,0.825,1.5,0.647072427200182,2.48640167980921,-6242.14681721842,-6243.39001805832
1000,0.215,0.825,1.75,0.0011443503437324,18.1677073766332,-6208.26084197018,-6217.34469565849
1000,0.215,0.825,2,0.0122118622661894,12.8157872395968,-6383.06830286396,-6389.47619648376
1000,0.215,0.825,2.25,1.31222376634348e-05,27.8912411053534,-6248.88874520515,-6262.83436575783
1000,0.215,0.825,2.5,0.000199992625704332,22.0046618789074,-6301.87850722144,-6312.88083816089
1000,0.215,0.825,2.75,7.8904865414937e-06,28.9801013720389,-6230.21107797159,-6244.70112865761
1000,0.215,0.825,3,0.00111432979168012,18.2267188026472,-6354.82883992162,-6363.94219932295
1000,0.215,0.825,0.25,4.88001499403248e-100,468.267029013286,-4744.89109154417,-4979.02460605081
1000,0.215,0.825,0.5,4.46342922245441e-37,176.381011363206,-5796.97632941494,-5885.16683509654
1000,0.215,0.825,0.75,2.06644468833316e-06,31.8361256533935,-6091.07118374619,-6106.98924657289
1000,0.215,0.825,1,0.0356414594726481,10.30166658897,-6132.00270790236,-6137.15354119684
1000,0.215,0.825,1.1308,0.445096055791052,3.72088191743023,-6144.62771338631,-6146.48815434503
1000,0.215,0.825,1.25,0.396624200390116,4.06993279619928,-6298.7515528851,-6300.7865192832
1000,0.215,0.825,1.5,0.0184311765717979,11.8589984336195,-6185.27124191171,-6191.20074112851
1000,0.215,0.825,1.75,0.0135605384066187,12.5732656882428,-6257.46814996696,-6263.75478281108
1000,0.215,0.825,2,1.30047213403049e-07,37.6864624503378,-6260.65863565892,-6279.50186688408
1000,0.215,0.825,2.25,5.27076359619047e-07,34.732891612688,-6345.72537520234,-6363.09182100869
1000,0.215,0.825,2.75,0.000716825343590369,19.2033838926291,-6288.15797271216,-6297.75966465848
1000,0.215,0.825,3,5.58139575436713e-07,34.6117580756072,-6328.20302695898,-6345.50890599678
1000,0.215,0.825,0.25,2.44622574374112e-116,543.628230259259,-4751.8025251437,-5023.61664027333
1000,0.215,0.825,0.5,5.07473238014285e-32,152.815066580884,-5940.99264027645,-6017.40017356689
1000,0.215,0.825,0.75,1.25762261304885e-08,42.591717134088,-6134.30667896661,-6155.60253753366
1000,0.215,0.825,1,0.122221570855379,7.27141769600166,-6226.43493678412,-6230.07064563212
1000,0.215,0.825,1.1308,0.867399082711105,1.26432204509911,-6225.34306623529,-6225.97522725784
1000,0.215,0.825,1.25,0.522588166244149,3.21452464469803,-6249.30858858193,-6250.91585090427
1000,0.215,0.825,1.5,0.122713452831167,7.26117383462406,-6296.29775118339,-6299.9283381007
1000,0.215,0.825,1.75,0.00486960488883021,14.9202078719045,-6237.31821134641,-6244.77831528236
1000,0.215,0.825,2,0.000870259369810712,18.7746070167359,-6277.39145411585,-6286.77875762422
1000,0.215,0.825,2.25,6.34251273746178e-07,34.3412540411446,-6204.64080528291,-6221.81143230349
1000,0.215,0.825,2.5,0.000306694681700767,21.0700957377776,-6251.33460430453,-6261.86965217342
1000,0.215,0.825,2.75,5.87298601670203e-06,29.6110114079693,-6366.86793628912,-6381.6734419931
1000,0.215,0.825,3,5.71252460593876e-07,34.5626280690631,-6289.28672790407,-6306.5680419386
1000,0.215,0.825,0.5,8.48536391962835e-41,193.702185776043,-5696.10124901441,-5792.95234190243
1000,0.215,0.825,0.75,1.45428500790931e-07,37.4509862837749,-6040.91501886689,-6059.64051200878
1000,0.215,0.825,1,0.318650559954578,4.70746957281153,-6221.92670595685,-6224.28044074326
1000,0.215,0.825,1.1308,0.490390607212778,3.41842040368465,-6234.81792579014,-6236.52713599198
1000,0.215,0.825,1.25,0.039817965557955,10.0364606446492,-6180.70042283009,-6185.71865315241
1000,0.215,0.825,1.5,0.024454016086305,11.1953573870051,-6133.94198766372,-6139.53966635723
1000,0.215,0.825,1.75,0.00201334708279131,16.9088826815496,-6188.24618866551,-6196.70063000629
1000,0.215,0.825,2,0.236497955650244,5.53698028856161,-6323.95201089862,-6326.7205010429
1000,0.215,0.825,2.25,0.00176095221320145,17.208179186091,-6286.31000740253,-6294.91409699557
1000,0.215,0.825,2.5,1.2841832197961e-09,47.3581993307016,-6206.53318527717,-6230.21228494252
1000,0.215,0.825,2.75,2.26708682073489e-07,36.5150012188478,-6353.23986632536,-6371.49736693479
1000,0.215,0.825,3,0.0127679584773951,12.7127703100778,-6296.75491301593,-6303.11129817097
1000,0.215,0.825,0.25,2.3943018226509e-82,386.415629494928,-4765.41921228852,-4958.62702703598
1000,0.215,0.825,0.5,2.75197055491248e-46,219.225262694565,-5773.52104204471,-5883.133673392
1000,0.215,0.825,0.75,7.03867784592794e-06,29.2242779232747,-6032.45523977096,-6047.0673787326
1000,0.215,0.825,1,0.0163330270988243,12.1409935183474,-6135.99972357302,-6142.07022033219
1000,0.215,0.825,1.1308,0.890580044173697,1.12316235098297,-6181.54992565438,-6182.11150682987
1000,0.215,0.825,1.25,0.0234703362514039,11.2920779540182,-6208.00901631175,-6213.65505528876
1000,0.215,0.825,1.5,0.017672922175238,11.9571298590563,-6362.45966885219,-6368.43823378172
1000,0.215,0.825,1.75,0.0100020740580865,13.2762268856004,-6245.95984145008,-6252.59795489288
1000,0.215,0.825,2,0.000332629103925232,20.8922691435328,-6309.78646034364,-6320.23259491541
1000,0.215,0.825,2.25,0.00357370599209446,15.6200892698871,-6269.11264836316,-6276.9226929981
1000,0.215,0.825,2.5,0.00304607138211676,15.9800347415876,-6477.35569232848,-6485.34570969927
1000,0.215,0.825,2.75,0.000432514037915784,20.3161153452929,-6256.51072617596,-6266.66878384861
1000,0.215,0.825,3,1.29411837169607e-08,42.531815568922,-6306.4964765095,-6327.76238429396
1000,0.215,0.825,0.25,1.30831158254086e-101,475.535697380517,-4691.5957005169,-4929.36354920716
1000,0.215,0.825,0.5,1.64751527565468e-29,141.092081208924,-5685.26241112288,-5755.80845172734
1000,0.215,0.825,0.75,3.1880878050382e-05,25.9839782447216,-6119.41127019726,-6132.40325931962
1000,0.215,0.825,1,0.0516282235497671,9.41007219778112,-6209.1489672606,-6213.85400335949
1000,0.215,0.825,1.1308,0.864435273847047,1.28192145566754,-6129.08281033406,-6129.72377106189
1000,0.215,0.825,1.25,0.838628577844996,1.43192027589248,-6173.99573934794,-6174.71169948589
1000,0.215,0.825,1.5,0.0162545072730016,12.1522185086469,-6185.86175490465,-6191.93786415898
1000,0.215,0.825,1.75,0.0368733454075232,10.2204617966763,-6109.07069634792,-6114.18092724626
1000,0.215,0.825,2,2.56055178536455e-05,26.4558161645418,-6300.65431930686,-6313.88222738913
1000,0.215,0.825,2.25,0.290955030089646,4.9645426359948,-6281.28429429996,-6283.76656561795
1000,0.215,0.825,2.5,0.000563580747317773,19.733847161031,-6412.71770830349,-6422.58463188401
1000,0.215,0.825,2.75,4.27526240623531e-07,35.1755061941858,-6409.28108222988,-6426.86883532697
1000,0.215,0.825,3,0.00559714250384079,14.6039898317522,-6137.29054198226,-6144.59253689814
1000,0.215,0.825,0.25,2.3240063460484e-89,418.871924191184,-4596.7471363353,-4806.18309843089
1000,0.215,0.825,0.5,2.5104249888786e-18,88.6805506690544,-5827.81386567565,-5872.15414101018
1000,0.215,0.825,0.75,1.29403796845792e-07,37.6969084914581,-6035.86566950063,-6054.71412374636
1000,0.215,0.825,1,0.00112017785597354,18.2151010557482,-6154.13417861182,-6163.24172913969
1000,0.215,0.825,1.1308,0.140339331823798,6.91701128486056,-6228.02494659166,-6231.48345223409
1000,0.215,0.825,1.25,0.72603782936699,2.0528551951611,-6262.35427684197,-6263.38070443955
1000,0.215,0.825,1.5,0.102377563157775,7.7203176313451,-6209.26019975892,-6213.12035857459
1000,0.215,0.825,1.75,0.0342970443474526,10.3934309827491,-6231.11171869809,-6236.30843418947
1000,0.215,0.825,2,8.9350375475646e-07,33.6154979993626,-6236.60797452571,-6253.41572352539
1000,0.215,0.825,2.25,0.00101012346056558,18.4444987463976,-6193.70749131392,-6202.92974068712
1000,0.215,0.825,2.5,0.0015055724450939,17.5575974782041,-6392.36095578604,-6401.13975452514
1000,0.215,0.825,2.75,0.000215737032878807,21.8392751799784,-6392.11591284151,-6403.0355504315
1000,0.215,0.825,3,2.33458803746706e-05,26.6545071749824,-6444.41314933239,-6457.74040291988
1000,0.215,0.825,0.25,9.08813844423364e-97,453.142494578156,-4689.96319961302,-4916.53444690209
1000,0.215,0.825,0.5,1.18829976530376e-43,206.975409779725,-5761.85321084751,-5865.34091573737
1000,0.215,0.825,0.75,7.55670336776159e-07,33.9704207874038,-6026.21770278296,-6043.20291317666
1000,0.215,0.825,1,0.16521505788152,6.49326784770528,-6206.27205391759,-6209.51868784144
1000,0.215,0.825,1.1308,0.556212842132575,3.00964374206887,-6231.2849397857,-6232.78976165674
1000,0.215,0.825,1.25,0.143530198801072,6.8589910420269,-6110.10537051726,-6113.53486603827
1000,0.215,0.825,1.5,0.072912491803564,8.56597389336093,-6313.43400146353,-6317.71698841021
1000,0.215,0.825,1.75,0.173805317463852,6.36034364596708,-6220.05722802697,-6223.23739984995
1000,0.215,0.825,2,0.000236428864182673,21.6392488345155,-6273.82042809548,-6284.64005251274
1000,0.215,0.825,2.25,0.0175620396008583,11.9718218918551,-6220.96496920088,-6226.95088014681
1000,0.215,0.825,2.5,0.000149472175124795,22.6391821339203,-6302.47339727298,-6313.79298833994
1000,0.215,0.825,2.75,0.00944009269968452,13.4092161618337,-6363.3495337959,-6370.05414187682
1000,0.215,0.825,3,0.0186866941968173,11.8268119388122,-6331.83036726774,-6337.74377323715
1000,0.215,0.825,0.25,2.07310407234724e-106,497.731794368234,-4407.3923353902,-4656.25823257431
1000,0.215,0.825,0.5,4.5815480079999e-27,129.669821668464,-5791.41842939303,-5856.25334022726
1000,0.215,0.825,0.75,4.20110591622683e-06,30.3257600191537,-5922.56046064112,-5937.7233406507
1000,0.215,0.825,1,0.398983561584789,4.05222904587572,-6113.07620293356,-6115.10231745649
1000,0.215,0.825,1.1308,0.172585126885591,6.37885832271604,-6277.73774183624,-6280.9271709976
1000,0.215,0.825,1.25,0.697187230012184,2.21006381151346,-5963.40721537225,-5964.512247278
1000,0.215,0.825,1.5,0.113410252823034,7.46169586430187,-6288.77517507601,-6292.50602300816
1000,0.215,0.825,1.75,0.00878949914287752,13.5732042609161,-6318.21292249272,-6324.99952462318
1000,0.215,0.825,2,5.26506190401284e-05,24.9017537195268,-6217.94933838603,-6230.40021524579
1000,0.215,0.825,2.25,0.00189081526442942,17.0492561144329,-6380.86066669213,-6389.38529474934
1000,0.215,0.825,2.5,0.0415970037628,9.9315286416786,-6220.17290250122,-6225.13866682205
1000,0.215,0.825,2.75,0.00119419050037644,18.0730337121367,-6301.40402687991,-6310.44054373598
1000,0.215,0.825,3,0.000163365412281499,22.4456525670412,-6264.53264541802,-6275.75547170154
1000,0.215,0.825,0.25,5.75110477046093e-117,546.534333203745,-4665.70743196353,-4938.9745985654
1000,0.215,0.825,0.5,2.07572591341079e-19,93.7753275328632,-5778.7549279978,-5825.64259176423
1000,0.215,0.825,0.75,9.41526560714682e-08,38.3663977829074,-5958.95857054427,-5978.14176943573
1000,0.215,0.825,1,0.631983913796057,2.57091521739494,-6201.22588450037,-6202.51134210907
1000,0.215,0.825,1.1308,0.498219404613319,3.36807314532598,-6214.69475902711,-6216.37879559977
1000,0.215,0.825,1.25,0.242048395790254,5.47372894819637,-6194.51522890892,-6197.25209338302
1000,0.215,0.825,1.5,0.0109255926774107,13.0727813313588,-6402.77356133275,-6409.30995199843
1000,0.215,0.825,1.75,5.57788228897949e-05,24.7770268196782,-6345.25042230876,-6357.6389357186
1000,0.215,0.825,2,1.21489784680424e-05,28.0563869400303,-6304.53332025427,-6318.56151372428
1000,0.215,0.825,2.25,0.00734900878446182,13.9831561628998,-6286.11932672893,-6293.11090481038
1000,0.215,0.825,2.5,0.0054358563928088,14.6704584344825,-6284.32725616416,-6291.6624853814
1000,0.215,0.825,2.75,0.00483083169850863,14.938338056023,-6411.78141929501,-6419.25058832302
